,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
11076, GLC Class,2019,36490,Semi-Auto,50,Diesel,145,40.9,2.0
11077, GLC Class,2018,30495,Semi-Auto,11943,Diesel,150,56.5,2.1
11078, GLC Class,2019,31900,Semi-Auto,8895,Diesel,145,41.5,2.1
11079, GLC Class,2017,27995,Semi-Auto,32725,Diesel,200,47.9,3.0
11080, GLC Class,2019,34795,Semi-Auto,5848,Diesel,145,56.5,2.1
11081, GLC Class,2017,29400,Semi-Auto,25686,Diesel,145,56.5,2.1
11082, GLC Class,2018,33900,Semi-Auto,7392,Diesel,145,56.5,2.1
11083, GLC Class,2020,36995,Semi-Auto,4999,Diesel,145,40.9,2.0
11084, GLC Class,2017,28698,Semi-Auto,12960,Diesel,145,56.5,2.1
11085, GLC Class,2017,29495,Semi-Auto,29000,Diesel,145,56.5,2.1
11086, GLC Class,2017,27673,Semi-Auto,3573,Diesel,145,56.5,2.1
11087, GLC Class,2019,31695,Semi-Auto,4270,Diesel,145,41.5,2.1
11088, GLC Class,2016,25995,Semi-Auto,22000,Diesel,125,56.5,2.1
11089, GLC Class,2019,31099,Semi-Auto,11096,Diesel,145,41.5,2.1
11090, GLC Class,2019,31062,Automatic,12860,Diesel,145,56.5,2.1
11091, GLC Class,2019,32056,Automatic,13847,Diesel,145,42.2,2.1
11092, GLC Class,2016,29280,Semi-Auto,19640,Diesel,145,56.5,2.1
11093, GLC Class,2019,71980,Semi-Auto,4017,Petrol,145,22.1,4.0
11094, GLC Class,2016,26480,Semi-Auto,35011,Diesel,125,56.5,2.1
11095, GLC Class,2019,35722,Automatic,8380,Diesel,145,44.8,2.0
11096, GLC Class,2020,44491,Semi-Auto,4576,Diesel,145,40.9,2.0
11097, GLC Class,2019,29980,Semi-Auto,3635,Diesel,145,41.5,2.1
11098, GLC Class,2016,23980,Semi-Auto,44293,Diesel,125,56.5,2.1
11099, GLC Class,2019,74980,Semi-Auto,1998,Petrol,145,21.6,4.0
11100, GLC Class,2017,26998,Semi-Auto,33544,Diesel,145,56.5,2.1
11101, GLC Class,2019,30490,Semi-Auto,8340,Diesel,150,42.2,2.1
11102, GLC Class,2019,32000,Semi-Auto,4219,Diesel,145,44.8,2.0
11103, GLC Class,2019,32490,Automatic,1499,Diesel,145,44.8,2.0
11104, GLC Class,2019,37990,Automatic,1499,Diesel,145,40.9,2.0
11105, GLC Class,2019,34490,Automatic,4025,Diesel,145,44.8,2.0
11106, GLC Class,2019,43980,Semi-Auto,2277,Petrol,145,27.7,3.0
11107, GLC Class,2019,32490,Semi-Auto,4302,Diesel,150,44.8,2.0
11108, GLC Class,2019,45881,Automatic,4766,Petrol,145,31.7,2.0
11109, GLC Class,2016,23490,Semi-Auto,33622,Diesel,125,56.5,2.1
11110, GLC Class,2018,28390,Semi-Auto,10465,Diesel,145,56.5,2.1
11111, GLC Class,2018,30568,Automatic,9160,Diesel,145,56.5,2.1
11112, GLC Class,2019,30199,Automatic,14564,Petrol,145,43.5,2.0
11113, GLC Class,2019,32305,Semi-Auto,5553,Diesel,145,42.2,2.1
11114, GLC Class,2019,31245,Semi-Auto,13387,Diesel,145,56.5,2.1
11115, GLC Class,2019,30562,Automatic,16538,Diesel,145,56.5,2.1
11116, GLC Class,2019,52555,Semi-Auto,2501,Petrol,145,26.4,3.0
11117, GLC Class,2019,39825,Semi-Auto,6330,Diesel,145,40.9,2.0
11118, GLC Class,2019,31203,Automatic,10208,Diesel,145,56.5,2.1
11119, GLC Class,2019,28660,Automatic,11649,Diesel,145,56.5,2.1
11120, GLC Class,2019,29755,Automatic,11016,Diesel,145,56.5,2.1
11121, GLC Class,2019,42750,Semi-Auto,2738,Diesel,150,40.4,2.0
11122, GLC Class,2017,29450,Semi-Auto,32234,Diesel,145,56.5,2.1
11123, GLC Class,2019,32305,Semi-Auto,9678,Diesel,145,42.2,2.1
11124, GLC Class,2019,29950,Automatic,8522,Petrol,145,43.5,2.0
11125, GLC Class,2019,34945,Semi-Auto,6420,Diesel,145,56.5,2.1
11126, GLC Class,2018,32932,Semi-Auto,17099,Diesel,145,56.5,2.1
11127, GLC Class,2016,24950,Semi-Auto,29190,Diesel,125,56.5,2.1
11128, GLC Class,2019,29980,Semi-Auto,7286,Petrol,145,31.7,2.0
11129, GLC Class,2019,39980,Semi-Auto,3999,Diesel,145,40.9,2.0
11130, GLC Class,2019,37980,Semi-Auto,4145,Diesel,145,40.9,2.0
11131, GLC Class,2016,23282,Semi-Auto,9700,Diesel,125,56.5,2.1
11132, GLC Class,2016,24132,Semi-Auto,48314,Diesel,125,56.5,2.1
11133, GLC Class,2019,29980,Semi-Auto,28299,Diesel,145,56.5,2.1
11134, GLC Class,2019,34965,Automatic,7801,Diesel,145,44.8,2.0
11135, GLC Class,2019,32367,Automatic,6257,Diesel,145,56.5,2.1
11136, GLC Class,2017,28980,Semi-Auto,15462,Diesel,145,56.5,2.1
11137, GLC Class,2019,28980,Semi-Auto,2015,Diesel,145,41.5,2.1
11138, GLC Class,2017,28980,Semi-Auto,31018,Diesel,145,56.5,2.1
11139, GLC Class,2019,29980,Semi-Auto,9336,Petrol,145,31.7,2.0
11140, GLC Class,2020,45980,Semi-Auto,3999,Petrol,145,27.7,3.0
11141, GLC Class,2020,30980,Semi-Auto,3999,Petrol,145,34.0,2.0
11142, GLC Class,2017,29980,Semi-Auto,44916,Diesel,145,56.5,2.1
11143, GLC Class,2019,33980,Semi-Auto,3346,Diesel,145,44.8,2.0
11144, GLC Class,2019,47980,Semi-Auto,3958,Petrol,145,27.4,3.0
11145, GLC Class,2019,37980,Semi-Auto,4145,Diesel,145,40.9,2.0
11146, GLC Class,2020,49980,Semi-Auto,3999,Petrol,145,26.4,3.0
11147, GLC Class,2020,39980,Semi-Auto,3999,Diesel,145,40.9,2.0
11148, GLC Class,2019,47980,Semi-Auto,3999,Petrol,145,27.4,3.0
11149, GLC Class,2020,39980,Semi-Auto,3999,Petrol,145,32.1,2.0
11150, GLC Class,2019,43680,Semi-Auto,4522,Petrol,145,34.0,3.0
11151, GLC Class,2017,28490,Semi-Auto,33485,Diesel,145,56.5,2.1
11152, GLC Class,2018,31480,Semi-Auto,5761,Diesel,145,56.5,2.1
11153, GLC Class,2016,22792,Semi-Auto,36087,Diesel,125,56.5,2.1
11154, GLC Class,2019,41630,Automatic,4169,Petrol,145,31.7,2.0
11155, GLC Class,2019,41430,Automatic,4478,Petrol,145,31.7,2.0
11156, GLC Class,2019,45106,Semi-Auto,427,Diesel,145,40.4,2.0
11157, GLC Class,2016,27500,Semi-Auto,18283,Diesel,125,56.5,2.1
11158, GLC Class,2017,26995,Semi-Auto,24205,Diesel,145,56.5,2.1
11159, GLC Class,2019,42987,Automatic,2799,Diesel,145,40.9,2.0
11160, GLC Class,2019,42987,Automatic,3590,Diesel,145,40.9,2.0
11161, GLC Class,2019,38987,Automatic,3911,Diesel,145,43.5,2.0
11162, GLC Class,2017,35822,Semi-Auto,14177,Petrol,300,34.0,3.0
11163, GLC Class,2020,34987,Semi-Auto,2729,Petrol,145,34.0,2.0
11164, GLC Class,2019,54282,Automatic,2556,Petrol,145,27.4,4.0
11165, GLC Class,2019,31980,Semi-Auto,5604,Petrol,145,34.0,2.0
11166, GLC Class,2017,37982,Semi-Auto,11386,Petrol,145,34.0,3.0
11167, GLC Class,2019,43987,Automatic,1766,Petrol,145,31.7,2.0
11168, GLC Class,2018,29480,Semi-Auto,21275,Diesel,145,56.5,2.1
11169, GLC Class,2016,24480,Semi-Auto,41490,Diesel,125,56.5,2.1
11170, GLC Class,2019,37980,Semi-Auto,2138,Diesel,145,40.9,2.0
11171, GLC Class,2019,37480,Semi-Auto,4967,Diesel,145,40.9,2.0
11172, GLC Class,2020,49980,Semi-Auto,3999,Petrol,145,26.4,3.0
11173, GLC Class,2020,35980,Semi-Auto,3999,Diesel,145,44.8,2.0
11174, GLC Class,2020,35980,Semi-Auto,3999,Diesel,145,43.5,2.0
11175, GLC Class,2020,40980,Semi-Auto,19,Diesel,145,40.9,2.0
11176, GLC Class,2016,25980,Semi-Auto,30404,Diesel,125,56.5,2.1
11177, GLC Class,2019,49980,Semi-Auto,4608,Petrol,145,27.4,3.0
11178, GLC Class,2020,43995,Semi-Auto,859,Petrol,145,32.1,2.0
11179, GLC Class,2019,74980,Semi-Auto,1998,Petrol,145,21.6,4.0
11180, GLC Class,2019,40531,Automatic,4999,Diesel,145,40.9,2.0
11181, GLC Class,2019,39750,Semi-Auto,5313,Petrol,145,34.0,3.0
11182, GLC Class,2019,31640,Semi-Auto,9624,Diesel,145,41.5,2.1
11183, GLC Class,2019,29000,Semi-Auto,12495,Petrol,145,43.5,2.0
11184, GLC Class,2019,27995,Semi-Auto,6563,Diesel,145,41.5,2.1
11185, GLC Class,2020,41991,Semi-Auto,3885,Petrol,145,31.7,2.0
11186, GLC Class,2016,20510,Semi-Auto,29340,Diesel,125,56.5,2.1
11187, GLC Class,2020,38995,Semi-Auto,4200,Diesel,145,40.9,2.0
11188, GLC Class,2020,38995,Semi-Auto,2400,Diesel,145,40.9,2.0
11189, GLC Class,2016,29221,Semi-Auto,20296,Diesel,150,56.5,2.1
11190, GLC Class,2018,28000,Semi-Auto,20188,Diesel,150,56.5,2.1
11191, GLC Class,2019,37680,Automatic,4895,Diesel,145,40.9,2.0
11192, GLC Class,2019,30941,Semi-Auto,8841,Diesel,150,41.5,2.1
11193, GLC Class,2020,36851,Semi-Auto,281,Diesel,145,44.8,2.0
11194, GLC Class,2019,41620,Automatic,9125,Diesel,145,40.4,2.0
11195, GLC Class,2019,39200,Semi-Auto,5401,Diesel,145,43.5,2.0
11196, GLC Class,2017,28962,Semi-Auto,10132,Diesel,200,47.9,3.0
11197, GLC Class,2017,27890,Semi-Auto,14891,Diesel,150,56.5,2.1
11198, GLC Class,2017,33890,Semi-Auto,22499,Petrol,150,34.0,3.0
11199, GLC Class,2019,32526,Semi-Auto,10574,Diesel,145,42.2,2.1
11200, GLC Class,2019,33190,Automatic,7163,Diesel,145,44.8,2.0
11201, GLC Class,2016,31990,Semi-Auto,29360,Petrol,300,34.0,3.0
11202, GLC Class,2019,30582,Semi-Auto,12972,Diesel,145,56.5,2.1
11203, GLC Class,2018,28982,Semi-Auto,25426,Diesel,145,56.5,2.1
11204, GLC Class,2019,31480,Semi-Auto,15101,Diesel,145,41.5,2.1
11205, GLC Class,2019,35981,Automatic,3656,Diesel,145,44.8,2.0
11206, GLC Class,2017,29062,Automatic,23995,Diesel,145,47.9,3.0
11207, GLC Class,2018,26995,Semi-Auto,20696,Diesel,150,56.5,2.1
11208, GLC Class,2019,36490,Automatic,2450,Diesel,145,40.9,2.0
11209, GLC Class,2017,24490,Semi-Auto,34937,Diesel,145,56.5,2.1
11210, GLC Class,2016,18990,Semi-Auto,76452,Diesel,125,56.5,2.1
11211, GLC Class,2018,31975,Automatic,10516,Diesel,145,56.5,2.1
11212, GLC Class,2019,40850,Semi-Auto,10771,Petrol,145,34.0,3.0
11213, GLC Class,2017,24990,Semi-Auto,38200,Diesel,125,56.5,2.1
11214, GLC Class,2015,22990,Semi-Auto,31289,Diesel,125,56.5,2.1
11215, GLC Class,2017,23490,Semi-Auto,40023,Diesel,150,56.5,2.1
11216, GLC Class,2017,24990,Semi-Auto,56263,Diesel,125,56.5,2.1
11217, GLC Class,2016,23490,Semi-Auto,29300,Diesel,125,56.5,2.1
11218, GLC Class,2020,49995,Semi-Auto,5000,Petrol,145,26.4,3.0
11219, GLC Class,2020,39995,Semi-Auto,1250,Diesel,145,40.9,2.0
11220, GLC Class,2018,27994,Semi-Auto,12567,Diesel,145,56.5,2.1
11221, GLC Class,2019,28985,Automatic,14123,Diesel,145,56.5,2.1
11222, GLC Class,2017,28490,Automatic,30199,Diesel,145,56.5,2.1
11223, GLC Class,2019,31490,Semi-Auto,9569,Diesel,145,42.2,2.1
11224, GLC Class,2018,50990,Automatic,8550,Petrol,145,27.4,4.0
11225, GLC Class,2018,29990,Semi-Auto,22420,Diesel,145,56.5,2.1
11226, GLC Class,2017,33000,Semi-Auto,28263,Petrol,305,34.0,3.0
11227, GLC Class,2017,28490,Semi-Auto,49953,Diesel,145,56.5,2.1
11228, GLC Class,2020,47890,Automatic,4025,Petrol,145,27.4,3.0
11229, GLC Class,2019,35490,Semi-Auto,6840,Diesel,145,40.9,2.0
11230, GLC Class,2019,46495,Semi-Auto,7683,Petrol,145,34.0,3.0
11231, GLC Class,2017,23994,Semi-Auto,31225,Diesel,145,56.5,2.1
11232, GLC Class,2019,36490,Automatic,3449,Diesel,145,40.9,2.0
11233, GLC Class,2019,36920,Automatic,8901,Diesel,145,40.9,2.0
11234, GLC Class,2017,27782,Semi-Auto,37000,Diesel,200,47.9,3.0
11235, GLC Class,2018,28452,Semi-Auto,26993,Diesel,145,56.5,2.1
11236, GLC Class,2018,28082,Semi-Auto,35754,Diesel,145,56.5,2.1
11237, GLC Class,2019,40260,Semi-Auto,12385,Petrol,145,40.9,2.0
11238, GLC Class,2018,26951,Semi-Auto,28598,Diesel,150,56.5,2.1
11239, GLC Class,2016,24486,Semi-Auto,22955,Diesel,125,56.5,2.1
11240, GLC Class,2019,32375,Semi-Auto,12225,Diesel,145,42.2,2.1
11241, GLC Class,2017,26551,Semi-Auto,13644,Diesel,150,56.5,2.1
11242, GLC Class,2016,25432,Semi-Auto,45490,Diesel,125,56.5,2.1
11243, GLC Class,2017,21042,Semi-Auto,15230,Diesel,125,56.5,2.1
11244, GLC Class,2018,29449,Semi-Auto,16985,Diesel,145,56.5,2.1
11245, GLC Class,2019,39190,Semi-Auto,4335,Diesel,145,43.5,2.0
11246, GLC Class,2019,44280,Automatic,5800,Diesel,145,40.9,2.0
11247, GLC Class,2018,29932,Semi-Auto,14196,Diesel,145,56.5,2.1
11248, GLC Class,2019,39496,Semi-Auto,66,Petrol,145,34.0,3.0
11249, GLC Class,2017,32745,Semi-Auto,31000,Petrol,145,34.0,3.0
11250, GLC Class,2019,39838,Automatic,101,Diesel,145,44.8,2.0
11251, GLC Class,2019,37970,Automatic,169,Diesel,145,40.9,2.0
11252, GLC Class,2019,46076,Automatic,9460,Petrol,145,27.4,4.0
11253, GLC Class,2019,38520,Automatic,2600,Diesel,145,44.8,2.0
11254, GLC Class,2017,30122,Semi-Auto,24046,Diesel,145,56.5,2.1
11255, GLC Class,2017,29676,Automatic,33169,Petrol,300,34.0,3.0
11256, GLC Class,2018,27989,Semi-Auto,6910,Diesel,145,56.5,2.1
11257, GLC Class,2018,26995,Semi-Auto,20226,Diesel,145,56.5,2.1
11258, GLC Class,2019,31295,Semi-Auto,4181,Diesel,145,44.8,2.0
11259, GLC Class,2019,35995,Semi-Auto,7132,Diesel,145,40.9,2.0
11260, GLC Class,2019,35995,Semi-Auto,11984,Diesel,145,40.9,2.0
11261, GLC Class,2019,31295,Semi-Auto,12580,Diesel,145,41.5,2.1
11262, GLC Class,2019,31795,Semi-Auto,7780,Diesel,145,41.5,2.1
11263, GLC Class,2016,22000,Automatic,47358,Diesel,125,56.5,2.1
11264, GLC Class,2019,32495,Semi-Auto,3628,Diesel,145,44.8,2.0
11265, GLC Class,2018,27890,Automatic,10007,Diesel,145,56.5,2.1
11266, GLC Class,2017,23481,Semi-Auto,29025,Diesel,125,56.5,2.1
11267, GLC Class,2020,46990,Semi-Auto,5133,Diesel,145,40.4,2.0
11268, GLC Class,2017,26480,Semi-Auto,34596,Diesel,125,56.5,2.1
11269, GLC Class,2019,76989,Automatic,3012,Petrol,145,22.1,4.0
11270, GLC Class,2019,39990,Automatic,7095,Diesel,145,40.9,2.0
11271, GLC Class,2019,37989,Automatic,4824,Diesel,145,40.9,2.0
11272, GLC Class,2017,26780,Semi-Auto,24557,Diesel,150,56.5,2.1
11273, GLC Class,2019,41890,Automatic,2500,Diesel,145,40.9,2.0
11274, GLC Class,2017,28450,Automatic,22608,Diesel,145,56.5,2.1
11275, GLC Class,2020,39990,Semi-Auto,3125,Diesel,145,40.9,2.0
11276, GLC Class,2017,27980,Semi-Auto,16617,Diesel,145,56.5,2.1
11277, GLC Class,2017,26990,Semi-Auto,28001,Diesel,150,56.5,2.1
11278, GLC Class,2016,22500,Semi-Auto,26789,Diesel,125,56.5,2.1
11279, GLC Class,2019,30500,Semi-Auto,8696,Diesel,145,56.5,2.1
11280, GLC Class,2019,29490,Semi-Auto,12315,Diesel,145,56.5,2.1
11281, GLC Class,2020,49995,Semi-Auto,2000,Petrol,145,26.4,3.0
11282, GLC Class,2020,39995,Semi-Auto,3999,Petrol,145,32.1,2.0
11283, GLC Class,2020,72995,Semi-Auto,500,Petrol,145,22.4,4.0
11284, GLC Class,2020,75995,Semi-Auto,500,Petrol,145,22.1,4.0
11285, GLC Class,2019,34970,Automatic,7298,Petrol,145,38.7,2.0
11286, GLC Class,2018,25890,Automatic,9848,Diesel,145,56.5,2.1
11287, GLC Class,2019,32890,Semi-Auto,9948,Diesel,145,42.2,2.1
11288, GLC Class,2019,31995,Automatic,5999,Diesel,145,44.8,2.0
11289, GLC Class,2019,31995,Automatic,100,Diesel,145,44.8,2.0
11290, GLC Class,2020,49995,Semi-Auto,5000,Petrol,145,27.4,3.0
11291, GLC Class,2019,43489,Automatic,100,Petrol,145,34.0,3.0
11292, GLC Class,2017,32995,Semi-Auto,6500,Diesel,150,56.5,2.1
11293, GLC Class,2017,26995,Semi-Auto,21500,Diesel,145,56.5,2.1
11294, GLC Class,2019,31995,Automatic,1852,Petrol,145,37.2,2.0
11295, GLC Class,2019,69995,Automatic,1829,Petrol,145,22.1,4.0
11296, GLC Class,2019,42495,Automatic,8999,Petrol,145,34.0,3.0
11297, GLC Class,2019,38885,Semi-Auto,19440,Diesel,145,40.9,2.0
11298, GLC Class,2016,23750,Automatic,28197,Diesel,125,56.5,2.1
11299, GLC Class,2019,34950,Automatic,5700,Diesel,145,44.8,2.0
11300, GLC Class,2019,30890,Semi-Auto,12076,Diesel,145,56.5,2.1
11301, GLC Class,2019,31950,Automatic,9460,Diesel,145,42.2,2.1
11302, GLC Class,2019,30950,Semi-Auto,10697,Diesel,145,44.8,2.0
11303, GLC Class,2017,27450,Semi-Auto,19299,Diesel,145,56.5,2.1
11304, GLC Class,2019,40950,Automatic,7160,Diesel,145,40.4,2.0
11305, GLC Class,2017,26495,Semi-Auto,27534,Diesel,125,56.5,2.1
11306, GLC Class,2017,42249,Semi-Auto,15164,Petrol,145,34.0,3.0
11307, GLC Class,2019,27949,Semi-Auto,8595,Diesel,145,56.5,2.1
11308, GLC Class,2018,30499,Semi-Auto,8995,Diesel,145,56.5,2.1
11309, GLC Class,2018,32399,Semi-Auto,8900,Diesel,145,56.5,2.1
11310, GLC Class,2019,36249,Semi-Auto,2580,Diesel,145,44.8,2.0
11311, GLC Class,2019,43499,Semi-Auto,13075,Diesel,145,40.4,2.0
11312, GLC Class,2017,27799,Semi-Auto,22414,Diesel,125,56.5,2.1
11313, GLC Class,2019,38399,Semi-Auto,3772,Diesel,145,40.9,2.0
11314, GLC Class,2019,35099,Semi-Auto,5486,Diesel,145,56.5,2.1
11315, GLC Class,2019,43299,Semi-Auto,9235,Diesel,150,40.4,2.0
11316, GLC Class,2019,32500,Semi-Auto,3500,Diesel,150,44.8,2.0
11317, GLC Class,2017,22699,Semi-Auto,31995,Diesel,125,56.5,2.1
11318, GLC Class,2019,41399,Semi-Auto,3183,Diesel,150,40.4,2.0
11319, GLC Class,2019,30649,Semi-Auto,5909,Diesel,145,56.5,2.1
11320, GLC Class,2019,37189,Semi-Auto,1000,Diesel,145,40.9,2.0
11321, GLC Class,2020,39579,Semi-Auto,1000,Petrol,145,31.7,2.0
11322, GLC Class,2020,42359,Semi-Auto,1000,Diesel,145,40.4,2.0
11323, GLC Class,2019,62499,Semi-Auto,7689,Petrol,145,26.4,4.0
11324, GLC Class,2019,45399,Semi-Auto,1788,Diesel,145,40.4,2.0
11325, GLC Class,2019,44499,Semi-Auto,10000,Petrol,145,34.0,3.0
11326, GLC Class,2018,26399,Semi-Auto,13900,Petrol,145,37.2,2.0
11327, GLC Class,2019,32049,Semi-Auto,10698,Diesel,145,42.2,2.1
11328, GLC Class,2019,32199,Semi-Auto,9418,Diesel,145,41.5,2.1
11329, GLC Class,2015,23549,Semi-Auto,38254,Diesel,125,56.5,2.1
11330, GLC Class,2019,31649,Semi-Auto,4086,Petrol,145,43.5,2.0
11331, GLC Class,2019,30199,Semi-Auto,4102,Diesel,145,56.5,2.1
11332, GLC Class,2019,38099,Semi-Auto,5052,Diesel,145,56.5,2.1
11333, GLC Class,2018,35000,Semi-Auto,23500,Petrol,150,34.0,3.0
11334, GLC Class,2019,36000,Semi-Auto,7800,Diesel,145,40.9,2.0
11335, GLC Class,2016,27000,Semi-Auto,8153,Diesel,125,56.5,2.1
11336, GLC Class,2019,32148,Semi-Auto,4000,Diesel,145,44.8,2.0
11337, GLC Class,2019,34800,Semi-Auto,10747,Diesel,145,40.9,2.0
11338, GLC Class,2019,51500,Semi-Auto,23500,Petrol,150,27.4,4.0
11339, GLC Class,2019,35159,Automatic,100,Diesel,145,47.9,2.0
11340, GLC Class,2019,32000,Semi-Auto,9023,Diesel,150,44.8,2.0
11341, GLC Class,2019,36349,Semi-Auto,2095,Diesel,145,44.8,2.0
11342, GLC Class,2019,31399,Semi-Auto,10254,Diesel,145,41.5,2.1
11343, GLC Class,2019,32000,Semi-Auto,6000,Diesel,145,44.8,2.0
11344, GLC Class,2019,32500,Semi-Auto,2000,Diesel,145,44.8,2.0
11345, GLC Class,2019,31400,Semi-Auto,7670,Diesel,145,44.8,2.0
11346, GLC Class,2019,32500,Semi-Auto,2677,Diesel,145,44.8,2.0
11347, GLC Class,2019,35000,Semi-Auto,3806,Diesel,145,56.5,2.1
11348, GLC Class,2019,35495,Semi-Auto,382,Diesel,145,44.8,2.0
11349, GLC Class,2019,31500,Automatic,9000,Diesel,145,44.8,2.0
11350, GLC Class,2016,27899,Semi-Auto,11562,Diesel,125,56.5,2.1
11351, GLC Class,2019,35199,Automatic,4048,Diesel,145,56.5,2.1
11352, GLC Class,2019,44000,Semi-Auto,2900,Petrol,145,31.7,2.0
11353, GLC Class,2019,32500,Semi-Auto,2000,Diesel,145,44.8,2.0
11354, GLC Class,2019,30299,Semi-Auto,11875,Diesel,145,56.5,2.1
11355, GLC Class,2019,74319,Semi-Auto,1000,Petrol,145,21.6,4.0
11356, GLC Class,2019,32749,Semi-Auto,1000,Diesel,145,44.8,2.0
11357, GLC Class,2019,32949,Semi-Auto,2424,Diesel,145,42.2,2.1
11358, GLC Class,2019,43999,Semi-Auto,8370,Diesel,145,40.4,2.0
11359, GLC Class,2018,60799,Semi-Auto,1563,Petrol,145,26.4,4.0
11360, GLC Class,2019,34299,Semi-Auto,1224,Diesel,145,42.2,2.1
11361, GLC Class,2019,32919,Semi-Auto,1000,Diesel,145,44.8,2.0
11362, GLC Class,2018,30699,Semi-Auto,6704,Diesel,145,56.5,2.1
11363, GLC Class,2019,44099,Semi-Auto,7500,Diesel,145,40.4,2.0
11364, GLC Class,2019,31899,Semi-Auto,9853,Diesel,145,41.5,2.1
11365, GLC Class,2019,38990,Semi-Auto,6769,Diesel,145,40.9,2.0
11366, GLC Class,2019,39790,Semi-Auto,5218,Diesel,145,40.9,2.0
11367, GLC Class,2017,28999,Semi-Auto,28478,Diesel,150,56.5,2.1
11368, GLC Class,2019,34290,Semi-Auto,5595,Diesel,145,44.8,2.0
11369, GLC Class,2019,38000,Semi-Auto,99,Petrol,145,32.1,2.0
11370, GLC Class,2019,36390,Semi-Auto,10955,Diesel,145,40.9,2.0
11371, GLC Class,2019,36490,Semi-Auto,6668,Diesel,145,40.9,2.0
11372, GLC Class,2019,36490,Semi-Auto,7011,Diesel,145,40.9,2.0
11373, GLC Class,2019,36490,Semi-Auto,5223,Diesel,145,40.9,2.0
11374, GLC Class,2019,43199,Automatic,12704,Diesel,145,40.4,2.0
11375, GLC Class,2018,31199,Semi-Auto,11673,Diesel,145,56.5,2.1
11376, GLC Class,2019,31490,Semi-Auto,3270,Diesel,145,44.8,2.0
11377, GLC Class,2019,31490,Semi-Auto,6294,Diesel,145,44.8,2.0
11378, GLC Class,2019,74199,Semi-Auto,1000,Petrol,145,26.4,4.0
11379, GLC Class,2020,47459,Semi-Auto,1000,Petrol,145,26.4,3.0
11380, GLC Class,2019,30149,Semi-Auto,10903,Diesel,145,56.5,2.1
11381, GLC Class,2019,34500,Semi-Auto,4000,Diesel,145,44.8,2.0
11382, GLC Class,2019,36800,Semi-Auto,6112,Diesel,145,40.9,2.0
11383, GLC Class,2019,40000,Semi-Auto,3860,Diesel,145,40.9,2.0
11384, GLC Class,2018,31994,Semi-Auto,19339,Diesel,145,45.6,3.0
11385, GLC Class,2019,37189,Semi-Auto,4500,Diesel,145,40.9,2.0
11386, GLC Class,2019,36000,Semi-Auto,6462,Diesel,145,40.9,2.0
11387, GLC Class,2019,37000,Semi-Auto,5529,Diesel,145,40.9,2.0
11388, GLC Class,2019,35000,Semi-Auto,5383,Diesel,145,44.8,2.0
11389, GLC Class,2019,36000,Semi-Auto,8000,Diesel,145,40.9,2.0
11390, GLC Class,2019,40000,Semi-Auto,4000,Diesel,145,40.9,2.0
11391, GLC Class,2018,32750,Semi-Auto,12431,Diesel,145,56.5,2.1
11392, GLC Class,2019,32249,Semi-Auto,5943,Diesel,145,42.2,2.1
11393, GLC Class,2019,31500,Semi-Auto,9327,Diesel,145,44.8,2.0
11394, GLC Class,2019,66599,Semi-Auto,2104,Petrol,145,22.4,4.0
11395, GLC Class,2019,33499,Semi-Auto,6165,Diesel,145,44.8,2.0
11396, GLC Class,2019,66099,Semi-Auto,2918,Petrol,145,27.4,4.0
11397, GLC Class,2019,33449,Semi-Auto,4623,Diesel,145,44.8,2.0
11398, GLC Class,2019,34499,Semi-Auto,138,Diesel,145,44.8,2.0
11399, GLC Class,2019,41429,Semi-Auto,1000,Diesel,145,40.4,2.0
11400, GLC Class,2020,39989,Semi-Auto,1000,Diesel,145,40.9,2.0
11401, GLC Class,2019,46624,Automatic,10064,Petrol,145,34.0,3.0
11402, GLC Class,2019,54524,Automatic,7764,Petrol,145,27.4,4.0
11403, GLC Class,2016,31695,Automatic,13778,Diesel,145,56.5,2.1
11404, GLC Class,2016,23924,Automatic,42381,Diesel,125,56.5,2.1
11405, GLC Class,2018,27974,Semi-Auto,24199,Diesel,145,56.5,2.1
11406, GLC Class,2018,59124,Semi-Auto,6982,Petrol,145,26.4,4.0
11407, GLC Class,2020,49995,Semi-Auto,2607,Petrol,145,27.4,3.0
11408, GLC Class,2020,37995,Semi-Auto,2034,Petrol,145,33.2,2.0
11409, GLC Class,2019,34995,Automatic,9794,Diesel,145,40.9,2.0
11410, GLC Class,2019,32749,Semi-Auto,5000,Diesel,145,44.8,2.0
11411, GLC Class,2019,31000,Semi-Auto,16313,Diesel,150,44.8,2.0
11412, GLC Class,2019,31500,Semi-Auto,7399,Diesel,145,44.8,2.0
11413, GLC Class,2019,31500,Semi-Auto,8534,Diesel,145,44.8,2.0
11414, GLC Class,2019,35500,Semi-Auto,5181,Diesel,145,40.9,2.0
11415, GLC Class,2019,39500,Semi-Auto,3649,Diesel,145,40.9,2.0
11416, GLC Class,2019,31750,Semi-Auto,5973,Diesel,145,44.8,2.0
11417, GLC Class,2016,24995,Automatic,21600,Diesel,125,56.5,2.1
11418, GLC Class,2019,35000,Semi-Auto,10810,Diesel,145,40.9,2.0
11419, GLC Class,2019,35800,Semi-Auto,3251,Diesel,145,40.9,2.0
11420, GLC Class,2017,36000,Semi-Auto,15250,Petrol,145,34.0,3.0
11421, GLC Class,2019,34099,Semi-Auto,2632,Diesel,150,42.2,2.1
